age,experience,education,job_title,location,country,company_size,skills,salary
46,35,Bachelor,Financial Analyst,Delhi,India,Small (50-200),"Excel, PowerPoint, JavaScript, Machine Learning, Leadership, SQL, Python",124266
36,36,Master,UX Designer,Birmingham,UK,Startup (1-50),"Excel, Financial Modeling, JavaScript, Python, Communication",187391
46,0,PhD,Medical Technician,Remote,India,Small (50-200),"Teamwork, Leadership, Financial Modeling, SQL, JavaScript, Project Management, Python",70722
27,26,Bachelor,Risk Manager,New York,USA,Medium (200-1000),"Teamwork, PowerPoint, Excel, JavaScript, AWS, Financial Modeling, Leadership",326719
23,22,PhD,Doctor,Remote,UK,Startup (1-50),"Project Management, Excel, Financial Modeling, Python, AWS, JavaScript",196913
40,28,Master,Product Manager,Sydney,Australia,Large (1000+),"AWS, Teamwork, Python, SQL, Financial Modeling, Machine Learning, JavaScript",475839
29,36,Master,DevOps Engineer,Sydney,Australia,Medium (200-1000),"AWS, PowerPoint, Leadership, Communication, Excel",428100
47,4,High School,HR Specialist,Remote,Australia,Startup (1-50),"Project Management, SQL, Communication, Machine Learning, PowerPoint, Python",64776
28,26,Master,UX Designer,Bristol,UK,Startup (1-50),"JavaScript, Communication, Machine Learning, Leadership, PowerPoint, AWS, Excel",183915
58,34,Master,Marketing Manager,Atlanta,USA,Startup (1-50),"Python, Leadership, Communication, Financial Modeling, JavaScript, Machine Learning",186385
28,1,Bachelor,UX Designer,Remote,India,Medium (200-1000),"AWS, JavaScript, Financial Modeling, PowerPoint, SQL",65949
36,22,Bachelor,Investment Banker,Manchester,UK,Medium (200-1000),"JavaScript, Teamwork, Project Management, PowerPoint, Python",136239
44,37,High School,Data Scientist,Brisbane,Australia,Startup (1-50),"AWS, Project Management, SQL, Financial Modeling, Python",198583
42,6,Bachelor,Financial Analyst,Birmingham,UK,Small (50-200),"Communication, Teamwork, Machine Learning, JavaScript, AWS, SQL, Project Management",93868
35,29,High School,Financial Analyst,Brisbane,Australia,Medium (200-1000),"Leadership, Excel, PowerPoint, Machine Learning, Communication, SQL",172934
38,16,Bachelor,DevOps Engineer,Bangalore,India,Small (50-200),"PowerPoint, Machine Learning, SQL, AWS, JavaScript, Python",118923
40,36,High School,Marketing Manager,Remote,UK,Startup (1-50),"Financial Modeling, Python, JavaScript, Excel, AWS, Leadership, Project Management",113092
35,25,Bachelor,Risk Manager,Austin,USA,Startup (1-50),"AWS, JavaScript, Excel, Teamwork, Leadership",182591
37,23,Bachelor,Doctor,Remote,India,Small (50-200),"Leadership, Python, JavaScript, SQL, Teamwork, Communication",105463
59,27,PhD,Software Engineer,Hyderabad,India,Small (50-200),"PowerPoint, Excel, Project Management, Communication, Leadership, Teamwork, Python",186937
34,5,Bachelor,Sales Executive,New York,USA,Large (1000+),"Teamwork, Leadership, Financial Modeling, AWS, PowerPoint, Project Management, JavaScript, Python",218585
55,13,PhD,Data Scientist,Melbourne,Australia,Small (50-200),"JavaScript, Financial Modeling, Project Management, Machine Learning, PowerPoint",255169
24,15,Bachelor,Doctor,Bristol,UK,Medium (200-1000),"JavaScript, PowerPoint, Project Management, AWS, Machine Learning, Leadership, Communication",164168
34,18,Master,Marketing Manager,Bristol,UK,Startup (1-50),"SQL, Python, Machine Learning, Excel, Leadership, Financial Modeling, JavaScript, PowerPoint",126445
30,1,Master,DevOps Engineer,Austin,USA,Large (1000+),"Leadership, AWS, Teamwork, SQL, JavaScript, Communication",211763
49,1,Bachelor,Teacher,Austin,USA,Large (1000+),"PowerPoint, Teamwork, Excel, Financial Modeling, AWS, Machine Learning",133857
32,23,Bachelor,Data Scientist,Austin,USA,Startup (1-50),"JavaScript, Communication, Leadership, Teamwork, Project Management, Machine Learning, Financial Modeling",205201
48,33,PhD,Nurse,San Francisco,USA,Startup (1-50),"Financial Modeling, Leadership, SQL, Communication, PowerPoint, Python, AWS, Machine Learning",568429
43,2,Master,Data Scientist,San Francisco,USA,Startup (1-50),"Python, PowerPoint, Financial Modeling, Communication, AWS, Machine Learning, JavaScript",227601
25,4,High School,Medical Technician,Perth,Australia,Small (50-200),"Teamwork, Machine Learning, Leadership, Communication, JavaScript, Excel",102893
56,22,Bachelor,Investment Banker,Edinburgh,UK,Small (50-200),"PowerPoint, Teamwork, Python, Financial Modeling, Leadership, SQL",139538
29,30,Bachelor,Accountant,San Francisco,USA,Large (1000+),"Financial Modeling, JavaScript, Project Management, Teamwork, Communication, SQL, AWS, Python",456915
58,38,Bachelor,DevOps Engineer,San Francisco,USA,Startup (1-50),"Excel, AWS, Project Management, Leadership, SQL, Teamwork, Machine Learning, Financial Modeling",443256
48,28,Bachelor,Nurse,Seattle,USA,Startup (1-50),"AWS, Teamwork, Python, Financial Modeling, SQL, Project Management, Leadership",301710
29,34,Bachelor,Teacher,Remote,Australia,Medium (200-1000),"Project Management, JavaScript, Teamwork, AWS, Excel, Leadership, Financial Modeling, Machine Learning",172181
40,20,Master,Medical Technician,Chennai,India,Small (50-200),"Leadership, PowerPoint, JavaScript, Communication, AWS, Financial Modeling, Excel",133217
45,26,PhD,DevOps Engineer,Manchester,UK,Medium (200-1000),"JavaScript, Leadership, Teamwork, Project Management, Communication",257313
53,13,Master,Risk Manager,Manchester,UK,Large (1000+),"PowerPoint, Excel, Leadership, AWS, Machine Learning, SQL",174905
57,2,Master,Financial Analyst,Seattle,USA,Startup (1-50),"Project Management, Machine Learning, Python, Financial Modeling, JavaScript, Communication, SQL, Leadership",151282
28,38,High School,Medical Technician,London,UK,Small (50-200),"Project Management, Machine Learning, Python, PowerPoint, Leadership, Communication, JavaScript, Teamwork",250494
37,23,Bachelor,Teacher,Edinburgh,UK,Medium (200-1000),"Excel, AWS, Financial Modeling, Project Management, JavaScript",136484
22,16,Master,Risk Manager,Atlanta,USA,Small (50-200),"SQL, Excel, Leadership, Communication, Financial Modeling, PowerPoint, AWS",175860
38,16,Bachelor,Product Manager,Adelaide,Australia,Small (50-200),"Leadership, Communication, Financial Modeling, AWS, Machine Learning, Project Management, PowerPoint, SQL",161349
31,22,Master,HR Specialist,Atlanta,USA,Startup (1-50),"Financial Modeling, PowerPoint, Project Management, SQL, Machine Learning, Python, AWS, Teamwork",166266
42,38,Master,Nurse,Atlanta,USA,Medium (200-1000),"Financial Modeling, Project Management, Excel, JavaScript, SQL, Machine Learning, Python",366299
46,30,PhD,Financial Analyst,Remote,Australia,Small (50-200),"Excel, Financial Modeling, SQL, AWS, Python, JavaScript",222008
55,26,Master,Nurse,Hyderabad,India,Medium (200-1000),"Teamwork, Project Management, AWS, Machine Learning, PowerPoint",176041
40,31,Bachelor,HR Specialist,Mumbai,India,Small (50-200),"PowerPoint, AWS, Python, Communication, Machine Learning, Teamwork",110472
58,30,Bachelor,Sales Executive,Manchester,UK,Large (1000+),"Financial Modeling, JavaScript, Teamwork, AWS, Machine Learning, PowerPoint, Leadership",184531
33,26,Master,HR Specialist,Chennai,India,Startup (1-50),"Project Management, Financial Modeling, PowerPoint, JavaScript, SQL, Leadership, Excel, Python",92448
54,0,Bachelor,Financial Analyst,Hyderabad,India,Large (1000+),"Python, JavaScript, Machine Learning, SQL, Project Management",82621
37,22,Bachelor,Pharmacist,New York,USA,Startup (1-50),"Financial Modeling, AWS, SQL, Excel, Communication, Project Management, Machine Learning, Teamwork",307553
35,19,Master,HR Specialist,Delhi,India,Startup (1-50),"Machine Learning, Communication, JavaScript, Python, Project Management",85498
24,35,PhD,HR Specialist,Perth,Australia,Medium (200-1000),"SQL, Leadership, PowerPoint, Excel, Python, Project Management, Financial Modeling, AWS",254917
41,37,Bachelor,UX Designer,New York,USA,Small (50-200),"Project Management, Excel, AWS, SQL, Leadership, Machine Learning, Communication",432724
31,14,Bachelor,Teacher,Remote,UK,Large (1000+),"JavaScript, PowerPoint, Leadership, Excel, Communication",101902
53,5,Master,Product Manager,Austin,USA,Large (1000+),"Teamwork, SQL, JavaScript, PowerPoint, Leadership",231473
51,28,Bachelor,Risk Manager,Brisbane,Australia,Startup (1-50),"Python, SQL, Excel, Teamwork, Project Management, AWS",182172
49,11,Bachelor,Risk Manager,London,UK,Startup (1-50),"Leadership, Excel, Financial Modeling, Machine Learning, Python, Communication, PowerPoint",137560
57,26,Master,Sales Executive,London,UK,Large (1000+),"AWS, PowerPoint, JavaScript, Communication, Leadership, Project Management, Financial Modeling",257535
26,14,Bachelor,Teacher,London,UK,Small (50-200),"Excel, Leadership, Financial Modeling, Communication, SQL, Machine Learning",138472
32,31,Bachelor,Data Scientist,Remote,UK,Small (50-200),"Excel, Financial Modeling, AWS, Teamwork, SQL, Python",167797
26,13,Bachelor,Pharmacist,Brisbane,Australia,Large (1000+),"Leadership, Communication, Python, AWS, Teamwork",211655
49,0,Master,Medical Technician,New York,USA,Startup (1-50),"Excel, Machine Learning, Leadership, Python, Financial Modeling, Teamwork, PowerPoint, Communication",186455
47,31,Bachelor,UX Designer,Adelaide,Australia,Small (50-200),"AWS, Teamwork, Python, Machine Learning, Project Management",207709
50,6,Master,Risk Manager,Chennai,India,Large (1000+),"Machine Learning, Communication, AWS, JavaScript, Python, Financial Modeling, Excel, Project Management",113970
37,6,Master,Data Scientist,Sydney,Australia,Medium (200-1000),"Python, Machine Learning, PowerPoint, Communication, Teamwork, Excel, Project Management, JavaScript",212145
29,10,Master,Medical Technician,Remote,UK,Startup (1-50),"SQL, Financial Modeling, Excel, Communication, Machine Learning",121727
50,6,Bachelor,Marketing Manager,Austin,USA,Medium (200-1000),"Machine Learning, Teamwork, AWS, Project Management, SQL, Financial Modeling, Leadership",134931
39,35,Bachelor,Data Scientist,Manchester,UK,Large (1000+),"Python, Teamwork, JavaScript, Leadership, PowerPoint, Excel, AWS",261430
59,30,Bachelor,HR Specialist,San Francisco,USA,Medium (200-1000),"JavaScript, Leadership, AWS, Financial Modeling, Python, PowerPoint",332268
56,9,Master,Product Manager,Chennai,India,Large (1000+),"AWS, Project Management, JavaScript, Teamwork, Excel, Communication, SQL",123887
58,34,Bachelor,DevOps Engineer,Adelaide,Australia,Medium (200-1000),"PowerPoint, Python, AWS, Project Management, Financial Modeling, Machine Learning, Teamwork, Communication",239942
22,21,Bachelor,Marketing Manager,San Francisco,USA,Medium (200-1000),"AWS, JavaScript, Machine Learning, Project Management, Excel, SQL, Communication",287394
26,16,Master,Accountant,New York,USA,Small (50-200),"JavaScript, Excel, Financial Modeling, PowerPoint, SQL",305470
36,19,Bachelor,Data Scientist,Seattle,USA,Startup (1-50),"Excel, AWS, Python, Project Management, Leadership, Financial Modeling",237982
48,33,Master,UX Designer,Seattle,USA,Startup (1-50),"Leadership, AWS, Communication, Excel, PowerPoint, SQL, Machine Learning",337676
25,3,Master,Risk Manager,Birmingham,UK,Small (50-200),"Machine Learning, Financial Modeling, Teamwork, Excel, Communication, SQL, AWS",97030
45,29,Bachelor,Software Engineer,Seattle,USA,Medium (200-1000),"JavaScript, AWS, Project Management, Financial Modeling, Communication, Machine Learning, Teamwork",347621
47,20,Master,Data Scientist,Bristol,UK,Startup (1-50),"Project Management, PowerPoint, Excel, Teamwork, Leadership, AWS, Machine Learning, JavaScript",184085
45,7,Bachelor,Pharmacist,Edinburgh,UK,Startup (1-50),"Machine Learning, Leadership, Python, Teamwork, SQL, Communication, AWS, Excel",110169
25,4,Master,UX Designer,Bangalore,India,Small (50-200),"AWS, JavaScript, Teamwork, Communication, Python, Excel, PowerPoint, SQL",105554
53,1,Bachelor,Accountant,Hyderabad,India,Large (1000+),"Leadership, Excel, Communication, Machine Learning, SQL, Financial Modeling, JavaScript, AWS",90875
55,6,Master,Sales Executive,Remote,India,Startup (1-50),"JavaScript, Machine Learning, Project Management, Teamwork, PowerPoint, Python, Communication, Financial Modeling",64180
48,10,Master,Investment Banker,Bristol,UK,Small (50-200),"JavaScript, Leadership, AWS, Financial Modeling, Communication, Project Management, Python",145282
23,1,Bachelor,Doctor,Mumbai,India,Large (1000+),"Communication, Machine Learning, Excel, Project Management, Teamwork",76611
26,13,Bachelor,UX Designer,London,UK,Small (50-200),"Leadership, Communication, Machine Learning, SQL, Teamwork, Financial Modeling, PowerPoint",191816
41,27,Bachelor,Accountant,Austin,USA,Small (50-200),"Excel, Python, SQL, Financial Modeling, Machine Learning, JavaScript, Project Management, AWS",242012
28,31,Master,Marketing Manager,Seattle,USA,Startup (1-50),"SQL, Teamwork, Machine Learning, Python, Project Management",250046
37,0,Bachelor,HR Specialist,Austin,USA,Small (50-200),"Excel, Python, Machine Learning, Project Management, Teamwork",95822
59,17,Master,HR Specialist,Remote,USA,Large (1000+),"Excel, Machine Learning, Teamwork, PowerPoint, Project Management, AWS",210691
58,20,PhD,Risk Manager,Remote,Australia,Startup (1-50),"Leadership, Excel, Project Management, PowerPoint, Python, AWS, Machine Learning, SQL",182785
34,26,Bachelor,Accountant,Perth,Australia,Large (1000+),"Project Management, Financial Modeling, Machine Learning, Communication, AWS, Leadership, JavaScript, Teamwork",237832
43,25,High School,Teacher,Austin,USA,Startup (1-50),"Machine Learning, PowerPoint, Teamwork, Leadership, AWS, Financial Modeling, JavaScript, Python",150696
46,33,Bachelor,Sales Executive,Mumbai,India,Small (50-200),"JavaScript, Project Management, PowerPoint, Leadership, Excel, Machine Learning, AWS, Communication",122994
59,30,Master,UX Designer,Bangalore,India,Small (50-200),"Communication, JavaScript, AWS, Excel, Leadership, Financial Modeling, Teamwork, Project Management",174251
24,28,Bachelor,Data Scientist,Adelaide,Australia,Medium (200-1000),"Excel, Python, Communication, JavaScript, Teamwork, Machine Learning",204035
45,8,Bachelor,UX Designer,Atlanta,USA,Large (1000+),"SQL, Python, Communication, Project Management, JavaScript, Financial Modeling, Leadership",183921
41,27,Bachelor,Teacher,Remote,India,Startup (1-50),"Teamwork, PowerPoint, Excel, Python, Communication, SQL",74681
51,23,High School,Teacher,Chennai,India,Large (1000+),"JavaScript, SQL, Leadership, Python, PowerPoint, Teamwork, Communication, Financial Modeling",96081
24,2,High School,Pharmacist,Manchester,UK,Large (1000+),"PowerPoint, Project Management, AWS, Machine Learning, Communication",79233
50,28,Bachelor,Data Scientist,Seattle,USA,Medium (200-1000),"Teamwork, JavaScript, Excel, Python, Financial Modeling",303753
45,15,PhD,Marketing Manager,Remote,UK,Medium (200-1000),"Financial Modeling, SQL, PowerPoint, Leadership, Machine Learning, Python",152854
46,22,PhD,Accountant,Perth,Australia,Startup (1-50),"Communication, Project Management, SQL, PowerPoint, Financial Modeling, Excel, AWS",198495
50,20,Bachelor,HR Specialist,Edinburgh,UK,Medium (200-1000),"JavaScript, Communication, Excel, Financial Modeling, Machine Learning, Python",128235
57,3,Bachelor,Medical Technician,Chennai,India,Small (50-200),"PowerPoint, SQL, Machine Learning, Teamwork, AWS, Project Management",71489
53,17,Master,Pharmacist,Remote,UK,Startup (1-50),"Machine Learning, PowerPoint, Project Management, AWS, Excel",145036
43,19,Bachelor,Risk Manager,Delhi,India,Startup (1-50),"Machine Learning, Financial Modeling, AWS, Teamwork, Communication, PowerPoint, SQL, Leadership",93746
56,0,Bachelor,Medical Technician,Manchester,UK,Startup (1-50),"Python, SQL, Financial Modeling, Project Management, PowerPoint, JavaScript",74627
26,32,Master,DevOps Engineer,Remote,India,Startup (1-50),"SQL, AWS, Python, PowerPoint, Leadership, Communication, Project Management, JavaScript",136104
30,31,Bachelor,Investment Banker,Remote,India,Large (1000+),"Excel, Python, PowerPoint, Communication, Teamwork",117755
58,15,PhD,Risk Manager,Adelaide,Australia,Startup (1-50),"Financial Modeling, Machine Learning, Python, Leadership, JavaScript, SQL, Project Management",167927
50,21,Master,Teacher,Bangalore,India,Medium (200-1000),"Machine Learning, Communication, JavaScript, Project Management, Teamwork, AWS, SQL",127550
58,2,Master,Data Scientist,Atlanta,USA,Small (50-200),"Leadership, PowerPoint, Python, Project Management, Communication, Machine Learning, Excel",150209
53,22,High School,UX Designer,Delhi,India,Medium (200-1000),"PowerPoint, Excel, Financial Modeling, Python, Teamwork, SQL, Communication",105238
33,15,Bachelor,Teacher,Delhi,India,Startup (1-50),"JavaScript, SQL, Teamwork, Financial Modeling, Python, Project Management",72631
54,39,Bachelor,HR Specialist,Brisbane,Australia,Small (50-200),"Python, JavaScript, PowerPoint, Financial Modeling, Project Management, SQL, AWS",205003
50,32,Bachelor,Accountant,Adelaide,Australia,Large (1000+),"AWS, PowerPoint, Python, Machine Learning, SQL, Leadership, JavaScript",233034
26,19,Bachelor,Financial Analyst,Melbourne,Australia,Large (1000+),"Leadership, Teamwork, JavaScript, AWS, Excel, Machine Learning, Project Management, Financial Modeling",261942
52,28,Bachelor,Data Scientist,Remote,Australia,Medium (200-1000),"AWS, Communication, Excel, SQL, Machine Learning, JavaScript",197881
34,29,PhD,Medical Technician,Remote,India,Medium (200-1000),"Communication, AWS, Teamwork, Machine Learning, SQL, Excel, PowerPoint",159928
42,22,Master,Nurse,Brisbane,Australia,Medium (200-1000),"PowerPoint, Financial Modeling, Excel, Leadership, Communication, Machine Learning, AWS",278350
22,15,PhD,HR Specialist,Remote,India,Startup (1-50),"SQL, Project Management, Teamwork, AWS, Python, Communication, JavaScript, Leadership",81653
32,34,High School,Product Manager,Austin,USA,Startup (1-50),"Machine Learning, JavaScript, Communication, AWS, Teamwork, Project Management, Excel",211939
50,36,Master,Marketing Manager,Austin,USA,Small (50-200),"Machine Learning, Financial Modeling, Project Management, Teamwork, PowerPoint",248379
33,5,PhD,HR Specialist,Perth,Australia,Startup (1-50),"JavaScript, Machine Learning, Teamwork, Excel, Communication, PowerPoint, Financial Modeling, Project Management",121735
29,0,Bachelor,Investment Banker,Chennai,India,Small (50-200),"JavaScript, Machine Learning, SQL, Communication, Teamwork, Leadership, AWS, Excel",62721
48,30,Bachelor,DevOps Engineer,Mumbai,India,Small (50-200),"JavaScript, Machine Learning, PowerPoint, AWS, Project Management, Excel, Leadership, Python",150820
29,23,PhD,UX Designer,Bristol,UK,Startup (1-50),"Leadership, AWS, SQL, Excel, Project Management, Financial Modeling, JavaScript",201851
52,21,Bachelor,Financial Analyst,Bristol,UK,Small (50-200),"Leadership, JavaScript, SQL, Financial Modeling, AWS, Python, Communication",132503
37,18,Master,Nurse,Melbourne,Australia,Startup (1-50),"Leadership, Machine Learning, JavaScript, SQL, Excel, Project Management, Teamwork",238030
22,10,Master,Risk Manager,San Francisco,USA,Small (50-200),"Financial Modeling, Excel, PowerPoint, Project Management, JavaScript, Leadership",273337
22,6,Bachelor,DevOps Engineer,Bangalore,India,Medium (200-1000),"Teamwork, AWS, SQL, Project Management, Communication, Machine Learning, JavaScript, PowerPoint",114134
42,17,Master,Software Engineer,Bristol,UK,Small (50-200),"Financial Modeling, Communication, Project Management, PowerPoint, Excel, Python, Machine Learning, JavaScript",183487
50,20,Bachelor,Financial Analyst,Seattle,USA,Medium (200-1000),"PowerPoint, Machine Learning, SQL, Financial Modeling, Excel, Teamwork, JavaScript",252870
22,7,Master,Accountant,Delhi,India,Startup (1-50),"Machine Learning, Python, Teamwork, PowerPoint, JavaScript, Project Management, Excel, SQL",87261
24,3,PhD,Nurse,Remote,UK,Large (1000+),"Leadership, Communication, AWS, Teamwork, Python, PowerPoint",154115
34,25,Master,Accountant,Austin,USA,Medium (200-1000),"Project Management, Communication, Python, Teamwork, AWS, SQL",281585
34,14,Master,Medical Technician,Brisbane,Australia,Startup (1-50),"PowerPoint, AWS, Excel, Leadership, Communication, Financial Modeling, Teamwork",195176
50,34,PhD,Risk Manager,Remote,Australia,Large (1000+),"Project Management, SQL, Machine Learning, Python, JavaScript, Communication",307677
34,35,Master,Medical Technician,San Francisco,USA,Medium (200-1000),"PowerPoint, Project Management, JavaScript, Python, AWS, Leadership",606711
57,9,Bachelor,Medical Technician,Atlanta,USA,Startup (1-50),"Leadership, PowerPoint, AWS, Python, SQL, Excel",134260
40,5,PhD,HR Specialist,Melbourne,Australia,Large (1000+),"Excel, Machine Learning, Python, Financial Modeling, Project Management, Communication, Teamwork, AWS",234295
26,12,Bachelor,Accountant,Remote,UK,Small (50-200),"Machine Learning, SQL, Communication, Financial Modeling, Python",105335
54,37,High School,Accountant,Remote,USA,Medium (200-1000),"Teamwork, PowerPoint, Excel, Communication, AWS, Leadership",188457
56,39,Bachelor,Pharmacist,London,UK,Small (50-200),"Python, SQL, Project Management, PowerPoint, AWS, Teamwork",315931
55,8,High School,Pharmacist,Delhi,India,Large (1000+),"Communication, AWS, PowerPoint, Excel, Teamwork, Leadership",84254
38,25,Master,Accountant,New York,USA,Small (50-200),"AWS, Leadership, Project Management, SQL, Financial Modeling, Python",359684
40,9,Bachelor,Investment Banker,Delhi,India,Large (1000+),"Leadership, Machine Learning, JavaScript, Project Management, PowerPoint, Teamwork",98145
31,22,PhD,Doctor,Remote,USA,Startup (1-50),"JavaScript, SQL, PowerPoint, AWS, Machine Learning, Teamwork, Leadership, Project Management",251177
50,22,Bachelor,DevOps Engineer,Remote,India,Large (1000+),"Teamwork, Financial Modeling, SQL, Communication, Python",123454
37,1,PhD,DevOps Engineer,Birmingham,UK,Small (50-200),"JavaScript, Project Management, SQL, Machine Learning, PowerPoint, Communication, Python",110734
48,10,High School,Teacher,Seattle,USA,Startup (1-50),"Machine Learning, JavaScript, Leadership, Teamwork, Financial Modeling, Communication, Project Management, PowerPoint",115938
44,26,Master,Risk Manager,Adelaide,Australia,Small (50-200),"Financial Modeling, SQL, PowerPoint, Leadership, Communication, Excel, Project Management",194458
45,31,Bachelor,Software Engineer,Birmingham,UK,Startup (1-50),"AWS, Python, PowerPoint, Communication, Project Management, Leadership",156695
23,21,Bachelor,Teacher,Adelaide,Australia,Startup (1-50),"Teamwork, Communication, SQL, Python, Project Management, Machine Learning, Excel",120388
22,19,Bachelor,Pharmacist,Seattle,USA,Large (1000+),"Leadership, Financial Modeling, Teamwork, Excel, JavaScript, Python",317847
42,36,Bachelor,Doctor,Bristol,UK,Small (50-200),"AWS, Leadership, Python, Excel, Machine Learning, Teamwork",213532
26,37,PhD,HR Specialist,Remote,USA,Startup (1-50),"Communication, AWS, PowerPoint, Teamwork, Financial Modeling",227914
26,14,Bachelor,Product Manager,Mumbai,India,Small (50-200),"PowerPoint, Leadership, Machine Learning, Teamwork, AWS, Communication",108837
31,23,Bachelor,Investment Banker,Edinburgh,UK,Medium (200-1000),"Python, Financial Modeling, SQL, AWS, Excel, Leadership",174486
26,17,Master,Doctor,Adelaide,Australia,Small (50-200),"Python, AWS, Leadership, Communication, Teamwork, JavaScript, Project Management, SQL",189600
26,29,Bachelor,Software Engineer,Birmingham,UK,Startup (1-50),"AWS, Teamwork, SQL, Financial Modeling, Excel",154415
47,21,Bachelor,Data Scientist,Chennai,India,Small (50-200),"SQL, Communication, Leadership, JavaScript, Project Management, Teamwork, Machine Learning, Python",116573
26,25,Master,Software Engineer,Hyderabad,India,Medium (200-1000),"Machine Learning, Project Management, PowerPoint, Financial Modeling, JavaScript, Communication, SQL, Teamwork",174943
42,34,Master,HR Specialist,Remote,UK,Small (50-200),"Leadership, Financial Modeling, Communication, JavaScript, AWS, Machine Learning, Excel, Teamwork",164560
31,14,Master,Investment Banker,Atlanta,USA,Large (1000+),"Teamwork, Leadership, AWS, Financial Modeling, Communication, Python",222399
51,3,PhD,Software Engineer,Remote,UK,Medium (200-1000),"JavaScript, Leadership, PowerPoint, Communication, Machine Learning, Financial Modeling, SQL",143846
26,24,PhD,Data Scientist,Remote,India,Medium (200-1000),"Machine Learning, Excel, Leadership, AWS, PowerPoint, Project Management, JavaScript, Teamwork",157550
41,6,High School,Product Manager,New York,USA,Medium (200-1000),"Financial Modeling, Project Management, Python, JavaScript, Machine Learning, Excel, SQL",207943
31,22,Bachelor,UX Designer,Remote,Australia,Startup (1-50),"Project Management, Financial Modeling, AWS, Communication, Leadership",164261
49,17,Bachelor,Medical Technician,Birmingham,UK,Medium (200-1000),"Teamwork, SQL, Leadership, JavaScript, Machine Learning, Project Management",146248
29,35,Bachelor,Financial Analyst,Adelaide,Australia,Large (1000+),"JavaScript, Teamwork, Machine Learning, SQL, Project Management, Leadership, AWS, Communication",240445
31,24,High School,Financial Analyst,Chennai,India,Small (50-200),"Project Management, JavaScript, Leadership, Financial Modeling, PowerPoint, Machine Learning, AWS, SQL",97895
32,34,Bachelor,UX Designer,Perth,Australia,Small (50-200),"Machine Learning, Excel, JavaScript, Project Management, PowerPoint, SQL, Communication",225848
26,12,Master,Doctor,Remote,UK,Small (50-200),"Python, Teamwork, Financial Modeling, Project Management, AWS",129626
38,18,High School,Investment Banker,Manchester,UK,Large (1000+),"SQL, Python, Machine Learning, PowerPoint, Excel, JavaScript, Financial Modeling",142317
34,37,Master,Product Manager,Remote,Australia,Large (1000+),"Excel, JavaScript, Communication, Financial Modeling, AWS",338657
56,6,PhD,Doctor,Seattle,USA,Small (50-200),"Leadership, Excel, JavaScript, Machine Learning, Project Management, PowerPoint, Teamwork, SQL",218895
26,1,Bachelor,Software Engineer,Remote,Australia,Large (1000+),"Excel, SQL, Communication, Leadership, Machine Learning, PowerPoint",117939
30,29,Bachelor,DevOps Engineer,Remote,Australia,Large (1000+),"PowerPoint, Excel, Project Management, SQL, JavaScript",233391
43,20,Bachelor,Doctor,Mumbai,India,Startup (1-50),"AWS, Communication, JavaScript, Financial Modeling, Teamwork, Project Management",107305
23,15,Bachelor,HR Specialist,Mumbai,India,Medium (200-1000),"Leadership, Teamwork, Communication, Project Management, Machine Learning, PowerPoint",88823
41,6,Bachelor,Financial Analyst,New York,USA,Medium (200-1000),"Teamwork, AWS, SQL, Project Management, Financial Modeling, Communication, PowerPoint",229282
36,14,Bachelor,Software Engineer,Melbourne,Australia,Small (50-200),"Financial Modeling, AWS, Leadership, Python, Communication, SQL, JavaScript, Machine Learning",219984
52,36,Bachelor,Marketing Manager,Remote,UK,Startup (1-50),"PowerPoint, Teamwork, Financial Modeling, Project Management, Leadership, SQL",131110
43,20,PhD,Pharmacist,Bangalore,India,Startup (1-50),"Excel, Financial Modeling, PowerPoint, JavaScript, SQL, Leadership, Teamwork",157873
37,31,Master,Pharmacist,Atlanta,USA,Small (50-200),"Financial Modeling, SQL, AWS, Excel, Project Management, Machine Learning",294611
53,31,Bachelor,Data Scientist,Remote,USA,Startup (1-50),"PowerPoint, Leadership, Machine Learning, Teamwork, Project Management",199389
50,18,PhD,UX Designer,Mumbai,India,Medium (200-1000),"Communication, Teamwork, PowerPoint, SQL, Financial Modeling, AWS",164137
50,34,PhD,Teacher,Remote,Australia,Medium (200-1000),"AWS, JavaScript, Teamwork, Python, Communication, PowerPoint, Leadership, Project Management",242532
40,19,Bachelor,Nurse,Edinburgh,UK,Large (1000+),"AWS, Project Management, Financial Modeling, Machine Learning, SQL, Leadership, PowerPoint, JavaScript",225739
41,8,PhD,Data Scientist,Chennai,India,Startup (1-50),"Communication, Machine Learning, Project Management, Teamwork, SQL, Python, AWS",94122
35,8,High School,Pharmacist,London,UK,Medium (200-1000),"Communication, AWS, Python, JavaScript, Financial Modeling, SQL, Leadership, Teamwork",150951
54,25,Master,Software Engineer,Perth,Australia,Startup (1-50),"PowerPoint, Communication, Machine Learning, AWS, SQL",208033
54,25,Master,DevOps Engineer,Remote,UK,Small (50-200),"Machine Learning, JavaScript, Leadership, Teamwork, Financial Modeling, Python, SQL, PowerPoint",196901
54,29,PhD,Doctor,Chennai,India,Medium (200-1000),"Machine Learning, Python, PowerPoint, Financial Modeling, SQL, Project Management",185677
27,24,Master,Risk Manager,Sydney,Australia,Medium (200-1000),"Teamwork, AWS, Leadership, Excel, Project Management",315445
56,17,PhD,Doctor,Bristol,UK,Large (1000+),"Machine Learning, AWS, Excel, SQL, Teamwork, JavaScript, Leadership, Communication",256987
51,25,Bachelor,Data Scientist,Bangalore,India,Medium (200-1000),"Project Management, PowerPoint, Excel, Leadership, Teamwork",148833
